id,latitude,longitude,location,date,crime_severity
470,28.641995,77.125021,Rajouri Garden,2023-08-10,High
471,28.52234,77.165541,Vasant Kunj,2023-03-16,Low
472,28.522116,77.165284,Vasant Kunj,2023-11-10,Low
473,28.698957,77.142163,Pitampura,2023-02-28,Low
474,28.64543,77.123698,Rajouri Garden,2023-07-27,Medium
475,28.521782,77.207853,Saket,2023-07-02,Low
476,28.73914,77.065113,Rohini,2023-10-19,Medium
477,28.53697,77.257748,Kalkaji,2023-06-06,Low
478,28.613981,77.03923,Dwarka,2023-04-26,Low
479,28.546701,77.237538,Greater Kailash,2023-03-30,Medium
480,28.55131,77.200001,Hauz Khas,2023-10-22,Low
481,28.545151,77.235933,Greater Kailash,2023-06-08,Medium
482,28.737485,77.068489,Rohini,2023-07-24,Medium
483,28.655681,77.230944,Chandni Chowk,2023-10-02,Low
484,28.738325,77.066712,Rohini,2023-08-27,Medium
485,28.549511,77.250016,Nehru Place,2023-01-14,Low
486,28.654945,77.229293,Chandni Chowk,2023-04-05,High
487,28.738942,77.06518,Rohini,2023-05-03,Medium
488,28.522672,77.20473,Saket,2023-08-05,Low
489,28.536632,77.258544,Kalkaji,2023-02-28,Low
490,28.519667,77.164202,Vasant Kunj,2023-12-11,High
491,28.548247,77.249166,Nehru Place,2023-11-24,Medium
492,28.567217,77.244514,Lajpat Nagar,2023-01-16,Medium
493,28.547455,77.252222,Nehru Place,2023-12-18,Medium
494,28.567923,77.243554,Lajpat Nagar,2023-01-11,High
495,28.651678,77.190279,Karol Bagh,2023-03-13,Medium
496,28.548056,77.202087,Hauz Khas,2023-12-07,Medium
497,28.634627,77.220103,Connaught Place,2023-06-11,Medium
498,28.603891,77.309497,Mayur Vihar,2023-06-29,Medium
499,28.549524,77.200646,Hauz Khas,2023-12-20,Low
500,28.537173,77.257815,Kalkaji,2023-06-24,Low
501,28.613179,77.037894,Dwarka,2023-11-29,High
502,28.548155,77.252207,Nehru Place,2023-05-21,Low
503,28.550201,77.201923,Hauz Khas,2023-12-06,Low
504,28.643329,77.121957,Rajouri Garden,2023-07-24,Medium
505,28.657731,77.229542,Chandni Chowk,2023-12-01,High
506,28.643804,77.124768,Rajouri Garden,2023-11-29,Low
507,28.613053,77.040829,Dwarka,2023-10-12,High
508,28.54776,77.249582,Nehru Place,2023-03-01,High
509,28.536142,77.260498,Kalkaji,2023-12-18,Low
510,28.60054,77.308368,Mayur Vihar,2023-09-18,High
511,28.519254,77.164996,Vasant Kunj,2023-12-05,Medium
512,28.520276,77.163175,Vasant Kunj,2023-03-02,High
513,28.601768,77.306052,Mayur Vihar,2023-06-18,High
514,28.567283,77.243429,Lajpat Nagar,2023-02-08,High
515,28.551125,77.201682,Hauz Khas,2023-09-19,High
516,28.60375,77.308631,Mayur Vihar,2023-02-28,Low
517,28.548601,77.249139,Nehru Place,2023-07-28,High
518,28.522052,77.207185,Saket,2023-06-27,Low
519,28.544548,77.234308,Greater Kailash,2023-08-05,Low
520,28.544569,77.234773,Greater Kailash,2023-09-28,Medium
521,28.735724,77.066539,Rohini,2023-05-15,Low
522,28.611279,77.037393,Dwarka,2023-06-30,Medium
523,28.523827,77.207202,Saket,2023-07-12,Low
524,28.633203,77.221249,Connaught Place,2023-12-13,Medium
525,28.641988,77.122692,Rajouri Garden,2023-10-15,Low
526,28.614199,77.038613,Dwarka,2023-02-06,Low
527,28.522203,77.207982,Saket,2023-04-05,Low
528,28.632623,77.219544,Connaught Place,2023-05-06,Low
529,28.521711,77.208105,Saket,2023-02-23,Low
530,28.738236,77.066093,Rohini,2023-10-18,Medium
531,28.549307,77.19993,Hauz Khas,2023-11-04,Medium
532,28.601173,77.306275,Mayur Vihar,2023-05-18,Low
533,28.539419,77.258146,Kalkaji,2023-07-17,Medium
534,28.64425,77.125144,Rajouri Garden,2023-04-22,Low
535,28.700525,77.143309,Pitampura,2023-04-02,High
536,28.566883,77.244446,Lajpat Nagar,2023-03-23,Low
537,28.545648,77.235834,Greater Kailash,2023-10-24,Medium
538,28.61266,77.038343,Dwarka,2023-05-31,High
539,28.738381,77.068933,Rohini,2023-02-18,Low
540,28.520663,77.206437,Saket,2023-10-20,Low
541,28.603288,77.307665,Mayur Vihar,2023-01-28,High
542,28.614335,77.037099,Dwarka,2023-04-12,High
543,28.601226,77.307022,Mayur Vihar,2023-10-19,Low
544,28.536026,77.258689,Kalkaji,2023-11-13,Medium
545,28.551258,77.20013,Hauz Khas,2023-08-21,Medium
546,28.65641,77.229125,Chandni Chowk,2023-02-19,Low
547,28.650867,77.190814,Karol Bagh,2023-01-12,Medium
548,28.550714,77.252751,Nehru Place,2023-05-03,Medium
549,28.651477,77.189165,Karol Bagh,2023-06-07,Low
550,28.519217,77.166176,Vasant Kunj,2023-03-15,Medium
551,28.567662,77.24345,Lajpat Nagar,2023-11-03,Medium
552,28.652416,77.189675,Karol Bagh,2023-06-24,Medium
553,28.70053,77.141878,Pitampura,2023-03-29,Low
554,28.567772,77.242844,Lajpat Nagar,2023-02-01,Low
555,28.539466,77.258012,Kalkaji,2023-01-16,Low
556,28.698349,77.140965,Pitampura,2023-06-04,Low
557,28.600208,77.307619,Mayur Vihar,2023-09-18,Medium
558,28.547485,77.234024,Greater Kailash,2023-01-23,High
559,28.651805,77.190141,Karol Bagh,2023-11-08,Medium
560,28.54804,77.250409,Nehru Place,2023-05-15,Low
561,28.698883,77.140434,Pitampura,2023-01-24,Low
562,28.551114,77.199762,Hauz Khas,2023-06-10,Low
563,28.652895,77.191953,Karol Bagh,2023-09-25,Low
564,28.518937,77.165165,Vasant Kunj,2023-10-24,Low
565,28.650006,77.189067,Karol Bagh,2023-12-15,Low
566,28.650684,77.191183,Karol Bagh,2023-03-15,Low
567,28.632726,77.220544,Connaught Place,2023-01-21,Low
568,28.549588,77.249421,Nehru Place,2023-02-01,Medium
569,28.520405,77.165773,Vasant Kunj,2023-02-24,High
570,28.520025,77.164436,Vasant Kunj,2023-02-12,Medium
571,28.538391,77.260173,Kalkaji,2023-11-08,Low
572,28.654828,77.229626,Chandni Chowk,2023-04-05,Medium
573,28.536283,77.260494,Kalkaji,2023-07-17,High
574,28.52284,77.208508,Saket,2023-03-28,Low
575,28.645667,77.124345,Rajouri Garden,2023-03-17,Medium
576,28.547347,77.234475,Greater Kailash,2023-08-10,Medium
577,28.548698,77.199987,Hauz Khas,2023-07-07,Medium
578,28.539063,77.260909,Kalkaji,2023-02-28,Low
579,28.611188,77.037919,Dwarka,2023-12-26,Medium
580,28.567383,77.245707,Lajpat Nagar,2023-09-24,Medium
581,28.641935,77.123928,Rajouri Garden,2023-02-06,Low
582,28.642147,77.124754,Rajouri Garden,2023-11-10,Medium
583,28.656193,77.231606,Chandni Chowk,2023-10-28,Low
584,28.653186,77.191223,Karol Bagh,2023-06-01,Low
585,28.545763,77.234133,Greater Kailash,2023-09-10,High
586,28.521155,77.205435,Saket,2023-04-02,Low
587,28.645139,77.121925,Rajouri Garden,2023-08-25,Medium
588,28.537688,77.259845,Kalkaji,2023-10-08,Low
589,28.549841,77.199392,Hauz Khas,2023-03-19,Low
590,28.602503,77.307113,Mayur Vihar,2023-03-03,Medium
591,28.651437,77.191098,Karol Bagh,2023-08-17,Medium
592,28.536379,77.26014,Kalkaji,2023-06-23,Medium
593,28.61226,77.038536,Dwarka,2023-05-03,Low
594,28.73909,77.068077,Rohini,2023-12-06,Medium
595,28.655268,77.229702,Chandni Chowk,2023-12-07,High
596,28.633682,77.221527,Connaught Place,2023-02-01,Medium
597,28.520512,77.16506,Vasant Kunj,2023-07-14,Low
598,28.519668,77.166098,Vasant Kunj,2023-08-09,Low
599,28.737317,77.068915,Rohini,2023-04-22,Low
600,28.612766,77.038388,Dwarka,2023-05-13,Medium
601,28.652743,77.190381,Karol Bagh,2023-06-11,High
602,28.645599,77.124167,Rajouri Garden,2023-10-04,Low
603,28.736686,77.068498,Rohini,2023-10-12,Medium
604,28.519852,77.165566,Vasant Kunj,2023-04-18,Medium
605,28.643844,77.124726,Rajouri Garden,2023-11-18,Low
606,28.611226,77.038357,Dwarka,2023-06-07,Medium
607,28.699785,77.143258,Pitampura,2023-02-13,Medium
608,28.739079,77.069041,Rohini,2023-07-11,Low
609,28.601467,77.307165,Mayur Vihar,2023-01-17,Medium
610,28.603705,77.308184,Mayur Vihar,2023-11-11,Low
611,28.601933,77.309651,Mayur Vihar,2023-01-29,Medium
612,28.65482,77.231402,Chandni Chowk,2023-03-04,Low
613,28.549524,77.19831,Hauz Khas,2023-03-24,Medium
614,28.611216,77.037965,Dwarka,2023-11-17,Medium
615,28.645063,77.122577,Rajouri Garden,2023-10-21,Medium
616,28.631089,77.219241,Connaught Place,2023-07-15,High
617,28.644092,77.122866,Rajouri Garden,2023-04-24,High
618,28.633177,77.219274,Connaught Place,2023-06-12,Medium
619,28.697663,77.140001,Pitampura,2023-03-14,Medium
620,28.521043,77.204754,Saket,2023-03-28,High
621,28.547261,77.237147,Greater Kailash,2023-02-05,Low
622,28.520749,77.206848,Saket,2023-05-02,High
623,28.698718,77.143249,Pitampura,2023-01-05,Medium
624,28.601535,77.309563,Mayur Vihar,2023-10-23,High
625,28.650439,77.189679,Karol Bagh,2023-01-12,Low
626,28.536828,77.259311,Kalkaji,2023-04-23,Medium
627,28.602422,77.308259,Mayur Vihar,2023-09-18,High
628,28.523733,77.206687,Saket,2023-02-24,High
629,28.519367,77.165355,Vasant Kunj,2023-04-26,Medium
630,28.548003,77.249432,Nehru Place,2023-05-29,Medium
631,28.550623,77.199184,Hauz Khas,2023-05-05,Medium
632,28.521111,77.164839,Vasant Kunj,2023-01-02,Medium
633,28.521665,77.163955,Vasant Kunj,2023-03-08,High
634,28.603657,77.308142,Mayur Vihar,2023-04-01,Medium
635,28.697209,77.13984,Pitampura,2023-01-23,Medium
636,28.632946,77.2179,Connaught Place,2023-03-14,Low
637,28.654643,77.231506,Chandni Chowk,2023-12-11,High
638,28.523458,77.207714,Saket,2023-05-22,Medium
639,28.548259,77.252589,Nehru Place,2023-02-06,Medium
640,28.645413,77.124945,Rajouri Garden,2023-10-03,High
641,28.539023,77.259129,Kalkaji,2023-05-21,Medium
642,28.544797,77.23687,Greater Kailash,2023-05-23,Low
643,28.735884,77.067828,Rohini,2023-02-11,Medium
644,28.739173,77.06837,Rohini,2023-10-09,Low
645,28.631097,77.219147,Connaught Place,2023-07-06,Medium
646,28.56591,77.24512,Lajpat Nagar,2023-03-21,Medium
647,28.73611,77.06731,Rohini,2023-03-27,Low
648,28.696976,77.139758,Pitampura,2023-03-19,High
649,28.568404,77.244061,Lajpat Nagar,2023-02-15,Low
650,28.650614,77.190588,Karol Bagh,2023-04-14,Low
651,28.550003,77.199721,Hauz Khas,2023-04-25,Low
652,28.520803,77.206215,Saket,2023-02-24,Medium
653,28.547695,77.200399,Hauz Khas,2023-05-25,High
654,28.53815,77.258963,Kalkaji,2023-07-12,Low
655,28.519717,77.166614,Vasant Kunj,2023-07-05,Medium
656,28.632972,77.218424,Connaught Place,2023-06-10,Low
657,28.521182,77.208526,Saket,2023-02-09,Low
658,28.611701,77.039989,Dwarka,2023-07-20,Low
659,28.521643,77.165141,Vasant Kunj,2023-01-26,Medium
660,28.644827,77.125763,Rajouri Garden,2023-09-08,Medium
661,28.544872,77.237023,Greater Kailash,2023-06-26,Low
662,28.547992,77.235708,Greater Kailash,2023-08-23,Low
663,28.522185,77.165359,Vasant Kunj,2023-09-16,Medium
664,28.699931,77.141227,Pitampura,2023-06-25,Medium
665,28.536344,77.260639,Kalkaji,2023-07-27,High
666,28.642485,77.124729,Rajouri Garden,2023-08-09,Low
667,28.603519,77.306908,Mayur Vihar,2023-11-16,Medium
668,28.537769,77.257453,Kalkaji,2023-10-26,High
669,28.612544,77.038062,Dwarka,2023-09-10,Low
670,28.522194,77.207611,Saket,2023-01-05,Medium
671,28.614664,77.038721,Dwarka,2023-10-30,Medium
672,28.644173,77.124149,Rajouri Garden,2023-06-08,Low
673,28.737867,77.067234,Rohini,2023-07-29,Low
674,28.548828,77.249428,Nehru Place,2023-02-13,Low
675,28.547661,77.199144,Hauz Khas,2023-12-06,Medium
676,28.520661,77.207261,Saket,2023-10-30,Low
677,28.60265,77.307335,Mayur Vihar,2023-02-12,Low
678,28.656558,77.228508,Chandni Chowk,2023-04-16,Medium
679,28.614245,77.038152,Dwarka,2023-09-21,Low
680,28.548192,77.252902,Nehru Place,2023-02-14,Low
681,28.632869,77.220907,Connaught Place,2023-07-25,Medium
682,28.697787,77.142008,Pitampura,2023-12-26,High
683,28.536339,77.259489,Kalkaji,2023-02-16,Low
684,28.520879,77.166504,Vasant Kunj,2023-05-09,Low
685,28.644824,77.1221,Rajouri Garden,2023-03-24,Low
686,28.565678,77.242275,Lajpat Nagar,2023-10-23,Low
687,28.603031,77.307641,Mayur Vihar,2023-08-09,Low
688,28.614398,77.03806,Dwarka,2023-06-17,Medium
689,28.644222,77.12245,Rajouri Garden,2023-09-19,Low
690,28.603638,77.307296,Mayur Vihar,2023-05-22,Low
691,28.601233,77.307335,Mayur Vihar,2023-12-09,Low
692,28.631867,77.22145,Connaught Place,2023-11-14,Medium
693,28.650237,77.192582,Karol Bagh,2023-03-11,Medium
694,28.548018,77.249725,Nehru Place,2023-03-02,Medium
695,28.600813,77.306167,Mayur Vihar,2023-07-26,Medium
696,28.643814,77.12481,Rajouri Garden,2023-12-16,Low
697,28.549415,77.249127,Nehru Place,2023-04-03,Low
698,28.700359,77.142321,Pitampura,2023-03-28,Medium
699,28.521543,77.205226,Saket,2023-11-13,Low
700,28.651127,77.188827,Karol Bagh,2023-07-12,Low
701,28.650222,77.190263,Karol Bagh,2023-05-08,Medium
702,28.645104,77.124273,Rajouri Garden,2023-12-31,Medium
703,28.523766,77.20751,Saket,2023-01-08,High
704,28.737538,77.067569,Rohini,2023-09-17,Medium
705,28.535636,77.2572,Kalkaji,2023-12-09,Low
706,28.737454,77.067265,Rohini,2023-10-01,Low
707,28.600379,77.307069,Mayur Vihar,2023-09-14,Low
708,28.52396,77.205246,Saket,2023-01-22,Medium
709,28.548738,77.199447,Hauz Khas,2023-01-05,Medium
710,28.539381,77.258839,Kalkaji,2023-02-09,High
711,28.63222,77.220031,Connaught Place,2023-07-30,High
712,28.73642,77.068093,Rohini,2023-04-19,Low
713,28.633905,77.217985,Connaught Place,2023-03-20,Low
714,28.550329,77.201424,Hauz Khas,2023-08-09,Medium
715,28.548517,77.199652,Hauz Khas,2023-02-23,Medium
716,28.55108,77.201984,Hauz Khas,2023-10-26,High
717,28.537019,77.257907,Kalkaji,2023-12-22,Low
718,28.699309,77.142886,Pitampura,2023-05-25,Low
719,28.634332,77.21966,Connaught Place,2023-12-29,Low
720,28.632855,77.22083,Connaught Place,2023-11-01,High
721,28.631908,77.219641,Connaught Place,2023-12-12,Low
722,28.699644,77.143169,Pitampura,2023-08-23,Low
723,28.568105,77.245321,Lajpat Nagar,2023-10-01,Low
724,28.548322,77.198454,Hauz Khas,2023-04-07,Low
725,28.519682,77.165162,Vasant Kunj,2023-10-10,Low
726,28.603611,77.306143,Mayur Vihar,2023-12-10,Medium
727,28.601864,77.307612,Mayur Vihar,2023-06-25,Medium
728,28.548088,77.234443,Greater Kailash,2023-04-15,High
729,28.61342,77.038034,Dwarka,2023-02-01,Low
730,28.568867,77.243844,Lajpat Nagar,2023-10-07,High
731,28.634088,77.219333,Connaught Place,2023-11-05,Medium
732,28.613671,77.038431,Dwarka,2023-03-25,Medium
733,28.656808,77.228418,Chandni Chowk,2023-04-20,Low
734,28.601984,77.306976,Mayur Vihar,2023-02-03,Medium
735,28.61245,77.039359,Dwarka,2023-11-08,Low
736,28.544931,77.237483,Greater Kailash,2023-10-19,Medium
737,28.547198,77.235368,Greater Kailash,2023-09-02,Medium
738,28.737851,77.068194,Rohini,2023-02-04,Low
739,28.611739,77.037832,Dwarka,2023-02-20,Low
740,28.550789,77.249914,Nehru Place,2023-04-25,Medium
741,28.569147,77.242162,Lajpat Nagar,2023-02-28,Medium
742,28.657617,77.230144,Chandni Chowk,2023-10-02,Medium
743,28.634079,77.21964,Connaught Place,2023-10-15,Low
744,28.600104,77.306984,Mayur Vihar,2023-11-02,Medium
745,28.51913,77.162836,Vasant Kunj,2023-10-01,Medium
746,28.546317,77.234867,Greater Kailash,2023-06-23,Medium
747,28.612779,77.039264,Dwarka,2023-05-03,Low
748,28.632013,77.220913,Connaught Place,2023-08-26,Low
749,28.549345,77.198147,Hauz Khas,2023-03-29,Medium
750,28.520909,77.207953,Saket,2023-11-22,Low
751,28.566409,77.243767,Lajpat Nagar,2023-06-05,Medium
752,28.645404,77.125679,Rajouri Garden,2023-05-02,Low
753,28.550013,77.250416,Nehru Place,2023-10-23,Low
754,28.547755,77.25045,Nehru Place,2023-10-25,Low
755,28.546562,77.234371,Greater Kailash,2023-03-13,Low
756,28.642007,77.124683,Rajouri Garden,2023-04-22,Medium
757,28.521411,77.166701,Vasant Kunj,2023-04-18,High
758,28.602171,77.307014,Mayur Vihar,2023-05-18,High
759,28.550106,77.199266,Hauz Khas,2023-05-09,Medium
760,28.547495,77.234044,Greater Kailash,2023-07-08,Medium
761,28.652124,77.188738,Karol Bagh,2023-05-13,Low
762,28.600504,77.30678,Mayur Vihar,2023-11-29,Medium
763,28.53726,77.258642,Kalkaji,2023-09-16,Medium
764,28.631444,77.21806,Connaught Place,2023-06-08,Low
765,28.641854,77.123913,Rajouri Garden,2023-10-25,Medium
766,28.735876,77.068696,Rohini,2023-05-01,Medium
767,28.537578,77.258206,Kalkaji,2023-07-17,High
768,28.614289,77.037475,Dwarka,2023-08-03,Medium
769,28.653087,77.192512,Karol Bagh,2023-11-08,Low
770,28.613942,77.040143,Dwarka,2023-05-23,Low
771,28.551141,77.251999,Nehru Place,2023-05-21,Medium
772,28.520182,77.166531,Vasant Kunj,2023-08-27,Medium
773,28.700381,77.141992,Pitampura,2023-06-05,Low
774,28.519507,77.163957,Vasant Kunj,2023-07-28,High
775,28.644064,77.123501,Rajouri Garden,2023-01-01,Medium
776,28.549958,77.250698,Nehru Place,2023-06-08,Low
777,28.548172,77.234054,Greater Kailash,2023-07-12,High
778,28.549211,77.252864,Nehru Place,2023-08-03,Medium
779,28.652456,77.189777,Karol Bagh,2023-12-08,Low
780,28.54919,77.200024,Hauz Khas,2023-08-09,Low
781,28.73765,77.068217,Rohini,2023-05-02,Medium
782,28.613069,77.037996,Dwarka,2023-03-05,Low
783,28.550525,77.198113,Hauz Khas,2023-04-03,Medium
784,28.520526,77.207222,Saket,2023-09-04,Medium
785,28.65795,77.230596,Chandni Chowk,2023-08-29,High
786,28.649748,77.191307,Karol Bagh,2023-06-05,Medium
787,28.610907,77.038683,Dwarka,2023-04-02,Medium
788,28.656105,77.228804,Chandni Chowk,2023-04-27,Low
789,28.641894,77.1256,Rajouri Garden,2023-09-19,Medium
790,28.613302,77.040104,Dwarka,2023-04-16,Medium
791,28.549892,77.20195,Hauz Khas,2023-09-17,High
792,28.612567,77.039932,Dwarka,2023-11-21,Medium
793,28.523603,77.206603,Saket,2023-07-02,High
794,28.61159,77.039597,Dwarka,2023-12-24,High
795,28.521742,77.166611,Vasant Kunj,2023-05-24,High
796,28.654507,77.22877,Chandni Chowk,2023-01-24,Low
797,28.613213,77.04066,Dwarka,2023-05-02,High
798,28.567631,77.243019,Lajpat Nagar,2023-10-08,Low
799,28.699127,77.139614,Pitampura,2023-01-13,Medium
800,28.738736,77.065509,Rohini,2023-02-25,Medium
801,28.641925,77.124176,Rajouri Garden,2023-10-07,Low
802,28.651276,77.191616,Karol Bagh,2023-04-02,Medium
803,28.547731,77.253046,Nehru Place,2023-11-28,Low
804,28.547747,77.251047,Nehru Place,2023-05-13,Low
805,28.655888,77.2284,Chandni Chowk,2023-11-07,Medium
806,28.633906,77.219634,Connaught Place,2023-07-09,Low
807,28.600651,77.309186,Mayur Vihar,2023-12-30,Low
808,28.738167,77.068484,Rohini,2023-10-02,Medium
809,28.61116,77.038861,Dwarka,2023-12-25,Medium
810,28.546723,77.236004,Greater Kailash,2023-10-18,High
811,28.523338,77.206987,Saket,2023-08-28,Medium
812,28.656773,77.229629,Chandni Chowk,2023-01-11,Medium
813,28.656444,77.230156,Chandni Chowk,2023-04-27,Medium
814,28.54866,77.250424,Nehru Place,2023-08-16,High
815,28.64275,77.12254,Rajouri Garden,2023-05-16,Medium
816,28.738239,77.067694,Rohini,2023-04-25,High
817,28.523201,77.207461,Saket,2023-03-14,High
818,28.632346,77.221538,Connaught Place,2023-05-22,Medium
819,28.545324,77.235569,Greater Kailash,2023-03-18,High
820,28.521669,77.165162,Vasant Kunj,2023-07-31,High
821,28.655988,77.229038,Chandni Chowk,2023-10-19,Medium
822,28.56831,77.243707,Lajpat Nagar,2023-07-29,Medium
823,28.522144,77.164217,Vasant Kunj,2023-12-22,Medium
824,28.539264,77.258509,Kalkaji,2023-11-16,Medium
825,28.524423,77.206531,Saket,2023-05-08,Low
826,28.633922,77.2179,Connaught Place,2023-11-19,Medium
827,28.651354,77.19089,Karol Bagh,2023-02-22,Medium
828,28.52207,77.162912,Vasant Kunj,2023-11-01,Low
829,28.547574,77.236735,Greater Kailash,2023-03-11,Medium
830,28.565318,77.245518,Lajpat Nagar,2023-05-10,High
831,28.738501,77.065994,Rohini,2023-02-17,Low
832,28.544899,77.235344,Greater Kailash,2023-06-16,Low
833,28.632679,77.21973,Connaught Place,2023-05-30,High
834,28.735932,77.065258,Rohini,2023-12-29,Low
835,28.632494,77.221526,Connaught Place,2023-12-27,Medium
836,28.569064,77.242589,Lajpat Nagar,2023-02-22,Medium
837,28.655213,77.231784,Chandni Chowk,2023-12-01,Medium
838,28.651109,77.190058,Karol Bagh,2023-10-15,Low
839,28.699199,77.142399,Pitampura,2023-02-14,Low
840,28.649678,77.189945,Karol Bagh,2023-07-14,Medium
841,28.536291,77.258916,Kalkaji,2023-02-26,Medium
842,28.548717,77.252728,Nehru Place,2023-07-26,Low
843,28.643451,77.123044,Rajouri Garden,2023-08-15,Medium
844,28.697147,77.141376,Pitampura,2023-08-05,High
845,28.642343,77.123798,Rajouri Garden,2023-07-27,Low
846,28.523031,77.205883,Saket,2023-06-19,High
847,28.539473,77.26074,Kalkaji,2023-12-03,Medium
848,28.655026,77.230446,Chandni Chowk,2023-12-02,Medium
849,28.523385,77.208055,Saket,2023-06-14,Medium
850,28.644338,77.125186,Rajouri Garden,2023-08-29,Low
851,28.547435,77.252622,Nehru Place,2023-10-09,Low
852,28.54838,77.200079,Hauz Khas,2023-08-29,High
853,28.698711,77.142392,Pitampura,2023-09-30,Low
854,28.633158,77.218232,Connaught Place,2023-10-24,Medium
855,28.545451,77.236874,Greater Kailash,2023-09-01,High
856,28.61098,77.03859,Dwarka,2023-01-05,Medium
857,28.537822,77.257836,Kalkaji,2023-09-23,High
858,28.5491,77.19814,Hauz Khas,2023-05-04,High
859,28.547052,77.237611,Greater Kailash,2023-03-17,Medium
860,28.643685,77.122101,Rajouri Garden,2023-06-12,Medium
861,28.612556,77.038728,Dwarka,2023-10-19,Medium
862,28.550937,77.252699,Nehru Place,2023-07-11,Medium
863,28.699128,77.141059,Pitampura,2023-08-12,High
864,28.651686,77.191951,Karol Bagh,2023-05-05,High
865,28.698649,77.140009,Pitampura,2023-05-24,Low
866,28.547149,77.235044,Greater Kailash,2023-09-09,Low
867,28.633222,77.22102,Connaught Place,2023-11-10,High
868,28.633093,77.219967,Connaught Place,2023-07-04,Medium
869,28.645259,77.12246,Rajouri Garden,2023-10-26,Medium
870,28.519939,77.163308,Vasant Kunj,2023-03-08,Low
871,28.738891,77.068435,Rohini,2023-07-05,Medium
872,28.697198,77.142129,Pitampura,2023-10-03,High
873,28.548332,77.251296,Nehru Place,2023-12-18,Medium
874,28.545022,77.237875,Greater Kailash,2023-10-02,Low
875,28.551289,77.252725,Nehru Place,2023-01-30,High
876,28.643439,77.12347,Rajouri Garden,2023-01-23,Low
877,28.656206,77.228225,Chandni Chowk,2023-04-01,High
878,28.567976,77.244497,Lajpat Nagar,2023-10-26,Low
879,28.520906,77.16438,Vasant Kunj,2023-11-03,Medium
880,28.52388,77.205285,Saket,2023-05-21,Medium
881,28.654837,77.231943,Chandni Chowk,2023-02-15,Medium
882,28.643024,77.124115,Rajouri Garden,2023-07-20,Medium
883,28.737977,77.066501,Rohini,2023-06-09,High
884,28.568885,77.241939,Lajpat Nagar,2023-01-06,Low
885,28.547505,77.250724,Nehru Place,2023-04-06,Low
886,28.697602,77.142162,Pitampura,2023-08-27,Low
887,28.551206,77.252027,Nehru Place,2023-01-25,Medium
888,28.603748,77.305943,Mayur Vihar,2023-01-07,Medium
889,28.549243,77.25271,Nehru Place,2023-08-04,Low
890,28.655716,77.228665,Chandni Chowk,2023-10-25,Low
891,28.565861,77.242705,Lajpat Nagar,2023-12-23,Low
892,28.568087,77.24494,Lajpat Nagar,2023-07-31,High
893,28.538728,77.259315,Kalkaji,2023-10-17,Medium
894,28.52348,77.207008,Saket,2023-11-07,Low
895,28.54773,77.237228,Greater Kailash,2023-08-31,Low
896,28.520777,77.163698,Vasant Kunj,2023-01-14,High
897,28.550965,77.252271,Nehru Place,2023-12-25,High
898,28.544353,77.236532,Greater Kailash,2023-11-13,Medium
899,28.652845,77.189512,Karol Bagh,2023-06-23,Low
900,28.550831,77.251689,Nehru Place,2023-09-14,High
901,28.548297,77.199955,Hauz Khas,2023-04-02,Medium
902,28.544752,77.237409,Greater Kailash,2023-08-21,Medium
903,28.699316,77.141682,Pitampura,2023-11-29,Medium
904,28.548788,77.252462,Nehru Place,2023-06-14,High
905,28.60203,77.307338,Mayur Vihar,2023-07-19,Low
906,28.519194,77.166069,Vasant Kunj,2023-12-07,Low
907,28.546972,77.237099,Greater Kailash,2023-05-04,Low
908,28.696632,77.142909,Pitampura,2023-05-25,Medium
909,28.518708,77.165398,Vasant Kunj,2023-04-29,Low
910,28.614039,77.037297,Dwarka,2023-10-13,Low
911,28.54707,77.237702,Greater Kailash,2023-04-05,Low
912,28.642562,77.124169,Rajouri Garden,2023-09-24,Medium
913,28.520759,77.205565,Saket,2023-07-07,Low
914,28.60269,77.308888,Mayur Vihar,2023-08-27,Low
915,28.603142,77.306001,Mayur Vihar,2023-11-24,High
916,28.633146,77.22129,Connaught Place,2023-12-07,High
917,28.522549,77.206661,Saket,2023-11-14,Medium
918,28.652256,77.189062,Karol Bagh,2023-05-08,Low
919,28.700271,77.142818,Pitampura,2023-04-28,Low
920,28.700386,77.139949,Pitampura,2023-01-27,High
921,28.567021,77.242722,Lajpat Nagar,2023-04-22,Low
922,28.737824,77.065596,Rohini,2023-12-03,High
923,28.548141,77.198363,Hauz Khas,2023-08-11,Low
924,28.54967,77.25072,Nehru Place,2023-06-01,Medium
925,28.604035,77.307608,Mayur Vihar,2023-08-28,Low
926,28.650887,77.190007,Karol Bagh,2023-04-24,High
927,28.73922,77.066958,Rohini,2023-07-21,Low
928,28.54813,77.234937,Greater Kailash,2023-05-23,Medium
929,28.519932,77.164122,Vasant Kunj,2023-05-22,Medium
930,28.545811,77.234845,Greater Kailash,2023-07-28,Low
931,28.61135,77.038074,Dwarka,2023-05-04,Low
932,28.696905,77.140593,Pitampura,2023-08-06,Low
933,28.522262,77.205761,Saket,2023-07-27,High
934,28.521242,77.163751,Vasant Kunj,2023-04-22,Medium
935,28.60396,77.306046,Mayur Vihar,2023-04-25,Medium
936,28.644389,77.12411,Rajouri Garden,2023-09-20,Low
937,28.551207,77.199733,Hauz Khas,2023-11-02,High
938,28.538385,77.259171,Kalkaji,2023-05-30,Medium
939,28.736303,77.06733,Rohini,2023-05-18,Low
940,28.603371,77.308473,Mayur Vihar,2023-01-22,Medium
